source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99226,3,12,0.115219,0.081082,1.70352,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99226,3,12,0.074255,0.074255,1.744485,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99226,3,12,0.074255,0.074255,1.744485,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99226,3,12,1.00795,0.852334,0.81079,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99226,3,12,1.040007,0.724882,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99227,3,12,0.039531,0.037923,1.779209,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99227,3,12,0.439653,0.275517,1.379087,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99227,3,12,0.179841,0.06302,1.638899,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99227,3,12,0.179841,0.179841,1.638899,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99227,3,12,1.040007,0.924163,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99228,3,12,0.39944,0.194757,1.4193,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99228,3,12,0.063711,0.063711,1.755029,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99228,3,12,0.808319,0.436015,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99228,3,12,0.544898,0.384502,1.273842,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99228,3,12,1.81874,1.332837,0.0,1,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99229,3,12,0.058808,0.033901,1.759932,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99229,3,12,0.024553,0.022102,1.794187,0,1,380
