target_dataset,mode,seed,initial_observations,reveal_rounds,initial_candidate_ids,source_datasets,final_best,best_so_far_auc,simple_regret,top10_hit
real_baumgartner_cn_aniline_tbuxphos,warmstart_same_precatalyst_then_substrate_0.70,-1,3,10,baumgartner_cn_aniline_tbuxphos_022;baumgartner_cn_aniline_tbuxphos_004;baumgartner_cn_aniline_tbuxphos_017,real_baumgartner_cn_benzamide_tbuxphos;real_baumgartner_cn_phenethylamine_tbuxphos,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbuxphos,warmstart_same_precatalyst_then_substrate_0.85,-1,3,10,baumgartner_cn_aniline_tbuxphos_022;baumgartner_cn_aniline_tbuxphos_004;baumgartner_cn_aniline_tbuxphos_018,real_baumgartner_cn_benzamide_tbuxphos;real_baumgartner_cn_phenethylamine_tbuxphos,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90000,3,10,baumgartner_cn_aniline_tbubrettphos_003;baumgartner_cn_aniline_tbubrettphos_027;baumgartner_cn_aniline_tbubrettphos_002,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90001,3,10,baumgartner_cn_aniline_tbubrettphos_020;baumgartner_cn_aniline_tbubrettphos_011;baumgartner_cn_aniline_tbubrettphos_003,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90002,3,10,baumgartner_cn_aniline_tbubrettphos_023;baumgartner_cn_aniline_tbubrettphos_025;baumgartner_cn_aniline_tbubrettphos_028,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90003,3,10,baumgartner_cn_aniline_tbubrettphos_019;baumgartner_cn_aniline_tbubrettphos_018;baumgartner_cn_aniline_tbubrettphos_022,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90004,3,10,baumgartner_cn_aniline_tbubrettphos_000;baumgartner_cn_aniline_tbubrettphos_005;baumgartner_cn_aniline_tbubrettphos_010,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90005,3,10,baumgartner_cn_aniline_tbubrettphos_023;baumgartner_cn_aniline_tbubrettphos_020;baumgartner_cn_aniline_tbubrettphos_009,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90006,3,10,baumgartner_cn_aniline_tbubrettphos_012;baumgartner_cn_aniline_tbubrettphos_022;baumgartner_cn_aniline_tbubrettphos_018,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90007,3,10,baumgartner_cn_aniline_tbubrettphos_003;baumgartner_cn_aniline_tbubrettphos_017;baumgartner_cn_aniline_tbubrettphos_013,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90008,3,10,baumgartner_cn_aniline_tbubrettphos_023;baumgartner_cn_aniline_tbubrettphos_031;baumgartner_cn_aniline_tbubrettphos_003,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90009,3,10,baumgartner_cn_aniline_tbubrettphos_011;baumgartner_cn_aniline_tbubrettphos_021;baumgartner_cn_aniline_tbubrettphos_004,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90010,3,10,baumgartner_cn_aniline_tbubrettphos_019;baumgartner_cn_aniline_tbubrettphos_003;baumgartner_cn_aniline_tbubrettphos_012,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90011,3,10,baumgartner_cn_aniline_tbubrettphos_016;baumgartner_cn_aniline_tbubrettphos_021;baumgartner_cn_aniline_tbubrettphos_024,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90012,3,10,baumgartner_cn_aniline_tbubrettphos_015;baumgartner_cn_aniline_tbubrettphos_012;baumgartner_cn_aniline_tbubrettphos_029,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbubrettphos,target_gp_random_initial,90013,3,10,baumgartner_cn_aniline_tbubrettphos_029;baumgartner_cn_aniline_tbubrettphos_010;baumgartner_cn_aniline_tbubrettphos_012,,100.0,100.0,0.0,1
