best_so_far_auc,dataset,final_best,mode,seed,simple_regret,top10_hit
69.6396,real_moleculenet_freesolv_continuous,97.6432,llm_direct_prior_random_rule_r2_double_bond_restriction,44007,0.7169,1
86.2078,real_moleculenet_freesolv_continuous,98.3601,llm_direct_prior_random_rule_r2_hydrogen_bonding_effect,44007,0.0,1
47.446,real_moleculenet_freesolv_continuous,47.6517,llm_direct_prior_random_rule_r2_ring_structure_influence,44007,50.7084,0
69.6396,real_moleculenet_freesolv_continuous,97.6432,llm_direct_prior_random_rule_r3_branching_effect_on_solubility,44007,0.7169,1
55.5209,real_moleculenet_freesolv_continuous,57.4443,llm_direct_prior_random_rule_r3_double_bond_restriction,44007,40.9158,0
69.6396,real_moleculenet_freesolv_continuous,97.6432,llm_direct_prior_random_rule_r3_hydrogen_bonding_effect,44007,0.7169,1
71.1231,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_random_rule_r3_ring_structure_influence,44007,12.0416,0
65.5706,real_moleculenet_freesolv_continuous,97.6432,llm_direct_prior_ring_structure_influence,44007,0.7169,1
61.6393,real_moleculenet_freesolv_continuous,62.855,mixed_kernel_gp_ei,44007,35.5051,0
73.2194,real_moleculenet_freesolv_continuous,76.888,gp_ucb,44008,21.4721,0
75.1953,real_moleculenet_freesolv_continuous,77.3468,llm_direct_prior_branching_effect_on_solubility,44008,21.0133,0
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_double_bond_restriction,44008,21.4721,0
76.3167,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_hydrogen_bonding_effect,44008,12.0416,0
78.5588,real_moleculenet_freesolv_continuous,93.3018,llm_direct_prior_random_rule_r1_branching_effect_on_solubility,44008,5.0583,1
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r1_double_bond_restriction,44008,21.4721,0
76.3167,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_random_rule_r1_hydrogen_bonding_effect,44008,12.0416,0
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r1_ring_structure_influence,44008,21.4721,0
75.1953,real_moleculenet_freesolv_continuous,77.3468,llm_direct_prior_random_rule_r2_branching_effect_on_solubility,44008,21.0133,0
87.7789,real_moleculenet_freesolv_continuous,93.3018,llm_direct_prior_random_rule_r2_double_bond_restriction,44008,5.0583,1
76.3167,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_random_rule_r2_hydrogen_bonding_effect,44008,12.0416,0
76.888,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r2_ring_structure_influence,44008,21.4721,0
76.3167,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_random_rule_r3_branching_effect_on_solubility,44008,12.0416,0
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r3_double_bond_restriction,44008,21.4721,0
76.3167,real_moleculenet_freesolv_continuous,86.3185,llm_direct_prior_random_rule_r3_hydrogen_bonding_effect,44008,12.0416,0
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r3_ring_structure_influence,44008,21.4721,0
75.1379,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_ring_structure_influence,44008,21.4721,0
82.6312,real_moleculenet_freesolv_continuous,89.7154,mixed_kernel_gp_ei,44008,8.6447,1
71.1606,real_moleculenet_freesolv_continuous,93.163,gp_ucb,44009,5.1971,1
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_branching_effect_on_solubility,44009,33.2928,0
66.2607,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_double_bond_restriction,44009,21.4721,0
64.993,real_moleculenet_freesolv_continuous,73.2237,llm_direct_prior_hydrogen_bonding_effect,44009,25.1364,0
65.9073,real_moleculenet_freesolv_continuous,70.2243,llm_direct_prior_random_rule_r1_branching_effect_on_solubility,44009,28.1358,0
66.2607,real_moleculenet_freesolv_continuous,76.888,llm_direct_prior_random_rule_r1_double_bond_restriction,44009,21.4721,0
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_random_rule_r1_hydrogen_bonding_effect,44009,33.2928,0
69.79,real_moleculenet_freesolv_continuous,93.3018,llm_direct_prior_random_rule_r1_ring_structure_influence,44009,5.0583,1
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_random_rule_r2_branching_effect_on_solubility,44009,33.2928,0
64.2531,real_moleculenet_freesolv_continuous,67.3047,llm_direct_prior_random_rule_r2_double_bond_restriction,44009,31.0554,0
64.993,real_moleculenet_freesolv_continuous,73.2237,llm_direct_prior_random_rule_r2_hydrogen_bonding_effect,44009,25.1364,0
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_random_rule_r2_ring_structure_influence,44009,33.2928,0
64.2531,real_moleculenet_freesolv_continuous,67.3047,llm_direct_prior_random_rule_r3_branching_effect_on_solubility,44009,31.0554,0
72.3687,real_moleculenet_freesolv_continuous,93.3018,llm_direct_prior_random_rule_r3_double_bond_restriction,44009,5.0583,1
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_random_rule_r3_hydrogen_bonding_effect,44009,33.2928,0
63.9734,real_moleculenet_freesolv_continuous,65.0673,llm_direct_prior_random_rule_r3_ring_structure_influence,44009,33.2928,0
69.79,real_moleculenet_freesolv_continuous,93.3018,llm_direct_prior_ring_structure_influence,44009,5.0583,1
65.5508,real_moleculenet_freesolv_continuous,70.7236,mixed_kernel_gp_ei,44009,27.6365,0
