dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,5,86.0034,86.0034,13.9966,0,1,0,0,7,19397,0.1172
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,5,86.0034,86.0034,13.9966,0,1,0,0,7,19397,0.1172
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,5,86.0034,86.0034,13.9966,0,1,0,0,7,19397,0.1172
real_buchwald_hartwig,gp_ucb,6,88.4449,87.8189,11.5551,0,0,0,0,0,0,0.3351
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,6,88.4449,87.8189,11.5551,0,1,0,0,7,25314,0.3351
real_buchwald_hartwig,gp_ucb,7,81.1512,79.8742,18.8488,0,0,0,0,0,0,0.2936
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,7,81.4779,79.8808,18.5221,0,2,1,0,7,22087,0.2936
real_buchwald_hartwig,gp_ucb,8,93.5641,85.9613,6.4359,0,0,0,0,0,0,0.2293
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,8,93.5641,85.9613,6.4359,0,0,0,0,7,25432,0.2293
