source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94033,3,12,61.5366,56.6333,21.3628,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94033,3,12,57.3502,50.99475,25.5492,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94033,3,12,53.1433,50.375192,29.7561,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94033,3,12,44.6393,44.6393,38.2601,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94034,3,12,59.0212,58.3695,23.8782,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94034,3,12,53.8,51.793817,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94034,3,12,51.0975,50.370125,31.8019,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94034,3,12,41.7629,41.7629,41.1365,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94035,3,12,57.3502,55.299725,25.5492,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94035,3,12,50.0531,49.137717,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94035,3,12,50.5156,49.742475,32.3838,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94035,3,12,46.3069,45.579358,36.5925,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94036,3,12,62.0506,53.519575,20.8488,1,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94036,3,12,53.8,51.76055,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94036,3,12,76.3198,54.381892,6.5796,1,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94036,3,12,41.5633,41.5633,41.3361,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94037,3,12,61.5366,60.9589,21.3628,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94037,3,12,58.8698,54.578633,24.0296,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94037,3,12,50.5156,49.087433,32.3838,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94037,3,12,43.3457,43.3457,39.5537,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94038,3,12,57.3502,51.046858,25.5492,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94038,3,12,50.0531,48.9627,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94038,3,12,49.8246,49.298442,33.0748,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94038,3,12,46.3069,45.141817,36.5925,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94039,3,12,54.222,54.222,28.6774,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94039,3,12,50.0531,47.754692,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94039,3,12,53.6999,50.405125,29.1995,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94039,3,12,39.3936,37.044475,43.5058,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94040,3,12,55.111,52.3672,27.7884,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94040,3,12,50.0531,48.7833,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94040,3,12,54.3941,52.131642,28.5053,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94040,3,12,42.4343,42.4343,40.4651,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94041,3,12,60.2309,60.2309,22.6685,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94041,3,12,52.4357,52.4357,30.4637,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94041,3,12,60.3652,59.64845,22.5342,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94041,3,12,52.4357,52.4357,30.4637,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94042,3,12,54.5397,54.058425,28.3597,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94042,3,12,53.8,51.789667,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94042,3,12,54.5397,53.045092,28.3597,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94042,3,12,44.6443,43.917725,38.2551,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94043,3,12,58.8698,54.562667,24.0296,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94043,3,12,53.8,51.346033,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94043,3,12,54.222,53.1805,28.6774,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94043,3,12,47.2664,41.12375,35.633,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94044,3,12,55.6538,55.424508,27.2456,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94044,3,12,50.0531,48.975417,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94044,3,12,51.0975,50.471625,31.8019,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94044,3,12,44.5024,43.892133,38.397,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94045,3,12,62.0506,61.367617,20.8488,1,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94045,3,12,53.8,46.9114,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94045,3,12,59.8035,58.137342,23.0959,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94045,3,12,44.6152,44.6152,38.2842,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94046,3,12,82.8994,60.264258,0.0,1,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94046,3,12,53.8,46.19465,29.0994,0,1,512
