target_dataset,mode,seed,initial_observations,reveal_rounds,initial_candidate_ids,source_datasets,final_best,best_so_far_auc,simple_regret,top10_hit
real_baumgartner_cn_aniline_ephos,warmstart_same_substrate_then_precatalyst_0.85,-1,3,10,baumgartner_cn_aniline_ephos_032;baumgartner_cn_aniline_ephos_024;baumgartner_cn_aniline_ephos_011,real_baumgartner_cn_aniline_tbuxphos;real_baumgartner_cn_aniline_tbubrettphos;real_baumgartner_cn_aniline_alphos,96.4441,96.4441,2.1856,1
real_baumgartner_cn_aniline_ephos,warmstart_same_substrate_then_precatalyst_0.85_q0.50,-1,3,10,baumgartner_cn_aniline_ephos_032;baumgartner_cn_aniline_ephos_030;baumgartner_cn_aniline_ephos_007,real_baumgartner_cn_aniline_tbuxphos;real_baumgartner_cn_aniline_tbubrettphos;real_baumgartner_cn_aniline_alphos,98.6297,98.6297,0.0,1
real_baumgartner_cn_aniline_ephos,warmstart_same_substrate_then_precatalyst_1.00_q0.25,-1,3,10,baumgartner_cn_aniline_ephos_032;baumgartner_cn_aniline_ephos_024;baumgartner_cn_aniline_ephos_005,real_baumgartner_cn_aniline_tbuxphos;real_baumgartner_cn_aniline_tbubrettphos;real_baumgartner_cn_aniline_alphos,96.4441,96.4441,2.1856,1
real_baumgartner_cn_aniline_ephos,warmstart_same_substrate_then_precatalyst_1.00_q0.50,-1,3,10,baumgartner_cn_aniline_ephos_032;baumgartner_cn_aniline_ephos_030;baumgartner_cn_aniline_ephos_007,real_baumgartner_cn_aniline_tbuxphos;real_baumgartner_cn_aniline_tbubrettphos;real_baumgartner_cn_aniline_alphos,98.6297,98.6297,0.0,1
real_baumgartner_cn_aniline_ephos,warmstart_same_substrate_then_precatalyst_1.00_q0.70,-1,3,10,baumgartner_cn_aniline_ephos_032;baumgartner_cn_aniline_ephos_031;baumgartner_cn_aniline_ephos_021,real_baumgartner_cn_aniline_tbuxphos;real_baumgartner_cn_aniline_tbubrettphos;real_baumgartner_cn_aniline_alphos,98.6297,96.54888,0.0,1
real_baumgartner_cn_aniline_tbuxphos,target_gp_random_initial,93000,3,10,baumgartner_cn_aniline_tbuxphos_015;baumgartner_cn_aniline_tbuxphos_018;baumgartner_cn_aniline_tbuxphos_014,,100.0,99.11912,0.0,1
real_baumgartner_cn_aniline_tbuxphos,target_gp_random_initial,93001,3,10,baumgartner_cn_aniline_tbuxphos_004;baumgartner_cn_aniline_tbuxphos_032;baumgartner_cn_aniline_tbuxphos_006,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbuxphos,target_gp_random_initial,93002,3,10,baumgartner_cn_aniline_tbuxphos_034;baumgartner_cn_aniline_tbuxphos_025;baumgartner_cn_aniline_tbuxphos_015,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbuxphos,target_gp_random_initial,93003,3,10,baumgartner_cn_aniline_tbuxphos_010;baumgartner_cn_aniline_tbuxphos_001;baumgartner_cn_aniline_tbuxphos_024,,100.0,100.0,0.0,1
real_baumgartner_cn_aniline_tbuxphos,target_gp_random_initial,93004,3,10,baumgartner_cn_aniline_tbuxphos_019;baumgartner_cn_aniline_tbuxphos_027;baumgartner_cn_aniline_tbuxphos_012,,100.0,100.0,0.0,1
