source_dataset,target_dataset,family,mode,policy,seeds,calibration_seeds,heldout_seeds,final_best_mean,final_best_std,best_so_far_auc_mean,best_so_far_auc_std,top10_hit_mean,top10_hit_std,balanced_score,cal_final_best_mean,cal_final_best_std,cal_best_so_far_auc_mean,cal_best_so_far_auc_std,cal_top10_hit_mean,cal_top10_hit_std,cal_balanced_score,heldout_final_best_mean,heldout_final_best_std,heldout_best_so_far_auc_mean,heldout_best_so_far_auc_std,heldout_top10_hit_mean,heldout_top10_hit_std,heldout_balanced_score
real_suzuki_miyaura,real_chemlex_acidamine,hybrid_gp,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,hybrid_gp:hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,50,25,25,88.0795,17.6799,79.5694,21.3237,0.0,0.0,167.6489,86.9738,21.2899,81.4644,21.8666,0.0,0.0,168.4382,89.1852,13.0175,77.6744,20.5929,0.0,0.0,166.8596
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_descriptor_target_calibrated_gate_v1,transfer_gate:transfer_descriptor_target_calibrated_gate_v1,50,25,25,81.743,26.8574,74.5176,28.5391,0.0,0.0,156.2606,79.2504,30.4567,74.5649,30.1554,0.0,0.0,153.8153,84.2356,22.4189,74.4702,26.8254,0.0,0.0,158.7058
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_descriptor_target_calibrated_strict_gate_v1,transfer_gate:transfer_descriptor_target_calibrated_strict_gate_v1,50,25,25,82.1164,27.5059,73.4306,28.7396,0.0,0.0,155.547,82.2836,29.4808,73.6482,30.1134,0.0,0.0,155.9318,81.9492,25.3768,73.213,27.2951,0.0,0.0,155.1622
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_gate_v1,transfer_gate:transfer_gate_v1,50,25,25,81.743,26.8574,74.5176,28.5391,0.0,0.0,156.2606,79.2504,30.4567,74.5649,30.1554,0.0,0.0,153.8153,84.2356,22.4189,74.4702,26.8254,0.0,0.0,158.7058
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_strict_gate_v1,transfer_gate:transfer_strict_gate_v1,50,25,25,82.1164,27.5059,73.4306,28.7396,0.0,0.0,155.547,82.2836,29.4808,73.6482,30.1134,0.0,0.0,155.9318,81.9492,25.3768,73.213,27.2951,0.0,0.0,155.1622
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_value_prior_gate_v1,transfer_gate:transfer_value_prior_gate_v1,50,25,25,81.743,26.8574,74.5176,28.5391,0.0,0.0,156.2606,79.2504,30.4567,74.5649,30.1554,0.0,0.0,153.8153,84.2356,22.4189,74.4702,26.8254,0.0,0.0,158.7058
real_suzuki_miyaura,real_chemlex_acidamine,transfer_gate,transfer_value_prior_strict_gate_v1,transfer_gate:transfer_value_prior_strict_gate_v1,50,25,25,82.1164,27.5059,73.4306,28.7396,0.0,0.0,155.547,82.2836,29.4808,73.6482,30.1134,0.0,0.0,155.9318,81.9492,25.3768,73.213,27.2951,0.0,0.0,155.1622
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_0p25,weighted_kernel:transfer_weighted_gp_ucb_scale_0p25,50,25,25,87.8151,18.3277,80.2202,21.287,0.02,0.14,168.0553,87.0958,21.5239,81.8941,21.8847,0.04,0.196,169.0299,88.5344,14.4048,78.5463,20.5361,0.0,0.0,167.0807
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_0p5,weighted_kernel:transfer_weighted_gp_ucb_scale_0p5,50,25,25,90.0157,14.0897,80.8651,19.5874,0.02,0.14,170.9008,91.6458,13.6321,83.4172,18.1029,0.04,0.196,175.103,88.3856,14.3489,78.3129,20.654,0.0,0.0,166.6985
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_1,weighted_kernel:transfer_weighted_gp_ucb_scale_1,50,25,25,91.0112,13.5997,81.5843,18.7502,0.02,0.14,172.6155,93.4616,12.7186,84.9966,15.2863,0.04,0.196,178.4982,88.5608,14.0047,78.172,21.123,0.0,0.0,166.7328
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_1p5,weighted_kernel:transfer_weighted_gp_ucb_scale_1p5,50,25,25,90.8346,12.391,80.9812,18.3912,0.02,0.14,171.8358,91.5368,13.4956,83.2853,16.6429,0.04,0.196,174.8621,90.1324,11.1335,78.6772,19.7197,0.0,0.0,168.8096
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_2,weighted_kernel:transfer_weighted_gp_ucb_scale_2,50,25,25,90.5812,11.9777,80.7225,18.5862,0.02,0.14,171.3237,91.1992,12.8256,82.399,17.5578,0.04,0.196,173.6382,89.9632,11.0304,79.046,19.4164,0.0,0.0,169.0092
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_3,weighted_kernel:transfer_weighted_gp_ucb_scale_3,50,25,25,90.8288,12.0094,80.3066,18.7653,0.02,0.14,171.1554,91.3576,12.7423,81.9706,18.1608,0.04,0.196,173.3682,90.3,11.2039,78.6427,19.2073,0.0,0.0,168.9427
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_4,weighted_kernel:transfer_weighted_gp_ucb_scale_4,50,25,25,89.3998,15.7927,79.1138,21.0914,0.02,0.14,168.5336,88.6016,19.2936,79.7721,22.8059,0.04,0.196,168.4137,90.198,11.1939,78.4554,19.2019,0.0,0.0,168.6534
real_suzuki_miyaura,real_chemlex_acidamine,weighted_kernel,transfer_weighted_gp_ucb_scale_6,weighted_kernel:transfer_weighted_gp_ucb_scale_6,50,25,25,88.2218,16.5347,78.5984,21.4829,0.0,0.0,166.8202,88.1168,19.0441,79.8148,22.5098,0.0,0.0,167.9316,88.3268,13.5681,77.3819,20.3319,0.0,0.0,165.7087
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_descriptor_target_calibrated_gate_v1,transfer_gate:transfer_descriptor_target_calibrated_gate_v1,50,25,25,47.145,22.7141,43.875,21.836,0.02,0.14,91.04,46.585,22.9654,42.876,20.8058,0.0,0.0,89.461,47.705,22.4461,44.874,22.776,0.04,0.196,92.619
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_descriptor_target_calibrated_strict_gate_v1,transfer_gate:transfer_descriptor_target_calibrated_strict_gate_v1,50,25,25,47.145,22.7141,44.021,21.9102,0.02,0.14,91.186,46.585,22.9654,43.0505,20.9769,0.0,0.0,89.6355,47.705,22.4461,44.9915,22.764,0.04,0.196,92.7365
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_gate_v1,transfer_gate:transfer_gate_v1,50,25,25,47.145,22.7141,43.875,21.836,0.02,0.14,91.04,46.585,22.9654,42.876,20.8058,0.0,0.0,89.461,47.705,22.4461,44.874,22.776,0.04,0.196,92.619
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_strict_gate_v1,transfer_gate:transfer_strict_gate_v1,50,25,25,47.145,22.7141,44.021,21.9102,0.02,0.14,91.186,46.585,22.9654,43.0505,20.9769,0.0,0.0,89.6355,47.705,22.4461,44.9915,22.764,0.04,0.196,92.7365
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_value_prior_gate_v1,transfer_gate:transfer_value_prior_gate_v1,50,25,25,47.145,22.7141,43.875,21.836,0.02,0.14,91.04,46.585,22.9654,42.876,20.8058,0.0,0.0,89.461,47.705,22.4461,44.874,22.776,0.04,0.196,92.619
synthetic_materials_i,real_matbench_expt_gap,transfer_gate,transfer_value_prior_strict_gate_v1,transfer_gate:transfer_value_prior_strict_gate_v1,50,25,25,47.145,22.7141,44.021,21.9102,0.02,0.14,91.186,46.585,22.9654,43.0505,20.9769,0.0,0.0,89.6355,47.705,22.4461,44.9915,22.764,0.04,0.196,92.7365
target_only,real_buchwald_hartwig,target_only,knn_ucb,target_only:knn_ucb,50,25,25,87.3065,10.1501,81.0692,11.9393,0.12,0.325,168.4957,88.6535,10.8418,83.3164,11.6706,0.24,0.4271,172.2099,85.9595,9.2128,78.8219,11.7809,0.0,0.0,164.7814
target_only,real_buchwald_hartwig,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,88.3858,12.0309,81.5814,13.4471,0.28,0.449,170.2472,90.0315,8.2992,86.0776,7.7113,0.32,0.4665,176.4291,86.7401,14.6694,77.0851,16.1787,0.24,0.4271,164.0652
target_only,real_buchwald_hartwig,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,91.1145,9.7729,82.97,11.5663,0.32,0.4665,174.4045,92.528,6.5675,86.5905,7.3978,0.32,0.4665,179.4385,89.7011,11.9956,79.3496,13.6608,0.32,0.4665,169.3707
target_only,real_buchwald_hartwig,target_only,public_incumbent,target_only:public_incumbent,50,25,25,86.6477,13.4223,79.9713,13.0619,0.16,0.3666,166.779,87.0638,11.0993,81.3545,11.3465,0.16,0.3666,168.5783,86.2317,15.3876,78.588,14.4449,0.16,0.3666,164.9797
target_only,real_buchwald_hartwig,target_only,random,target_only:random,50,25,25,82.1728,10.5668,77.4347,11.5798,0.06,0.2375,159.6675,84.1903,11.0956,79.5121,11.4461,0.12,0.325,163.8224,80.1554,9.5948,75.3573,11.3375,0.0,0.0,155.5127
target_only,real_chemlex_acidamine,target_only,knn_ucb,target_only:knn_ucb,50,25,25,89.0588,17.5186,82.1505,19.9224,0.0,0.0,171.2093,89.2936,14.6943,82.4861,17.7105,0.0,0.0,171.7797,88.824,19.9441,81.8148,21.9069,0.0,0.0,170.6388
target_only,real_chemlex_acidamine,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,91.357,10.6768,83.4489,16.3468,0.0,0.0,174.8059,93.9516,5.2307,86.8831,11.6293,0.0,0.0,180.8347,88.7624,13.6807,80.0148,19.3806,0.0,0.0,168.7772
target_only,real_chemlex_acidamine,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,87.7717,18.2702,79.807,21.6878,0.0,0.0,167.5787,87.7906,21.5041,81.5353,21.8677,0.0,0.0,169.3259,87.7528,14.3238,78.0787,21.3672,0.0,0.0,165.8315
target_only,real_chemlex_acidamine,target_only,public_incumbent,target_only:public_incumbent,50,25,25,80.8268,27.9558,73.5425,28.8434,0.0,0.0,154.3693,80.9132,29.7519,73.7587,30.3068,0.0,0.0,154.6719,80.7404,26.0359,73.3263,27.2999,0.0,0.0,154.0667
target_only,real_chemlex_acidamine,target_only,random,target_only:random,50,25,25,87.2615,15.4278,80.4069,17.612,0.02,0.14,167.6884,89.2108,17.3584,81.0012,17.9719,0.04,0.196,170.252,85.3122,12.9274,79.8126,17.224,0.0,0.0,165.1248
target_only,real_matbench_expt_gap,target_only,knn_ucb,target_only:knn_ucb,50,25,25,55.2225,22.2265,48.5038,21.1231,0.06,0.2375,103.7863,53.915,23.1375,46.2375,19.1204,0.08,0.2713,100.2325,56.53,21.1961,50.77,22.7267,0.04,0.196,107.34
target_only,real_matbench_expt_gap,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,65.0525,21.6536,53.4378,17.7597,0.12,0.325,118.6103,69.02,20.5164,52.2565,16.676,0.12,0.325,121.3965,61.085,22.0307,54.619,18.7064,0.12,0.325,115.824
target_only,real_matbench_expt_gap,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,64.51,22.9039,53.955,18.8138,0.14,0.347,118.605,68.625,23.6325,54.536,18.8915,0.2,0.4,123.361,60.395,21.3733,53.374,18.7177,0.08,0.2713,113.849
target_only,real_matbench_expt_gap,target_only,public_incumbent,target_only:public_incumbent,50,25,25,47.145,22.7141,44.021,21.9102,0.02,0.14,91.186,46.585,22.9654,43.0505,20.9769,0.0,0.0,89.6355,47.705,22.4461,44.9915,22.764,0.04,0.196,92.7365
target_only,real_matbench_expt_gap,target_only,random,target_only:random,50,25,25,51.3975,18.2366,47.413,19.3533,0.04,0.196,98.8505,48.225,13.2602,44.634,14.7984,0.0,0.0,92.859,54.57,21.6607,50.192,22.6862,0.08,0.2713,104.842
target_only,real_moleculenet_freesolv,target_only,knn_ucb,target_only:knn_ucb,50,25,25,68.2907,19.1284,57.9677,15.8985,0.4,0.4899,126.6584,67.3493,18.7431,58.7403,15.989,0.36,0.48,126.4496,69.232,19.4605,57.1951,15.7696,0.44,0.4964,126.8671
target_only,real_moleculenet_freesolv,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,67.9993,13.6438,59.9702,14.2713,0.54,0.4984,128.5095,67.2733,14.8146,59.9492,14.547,0.56,0.4964,127.7825,68.7253,12.32,59.9912,13.99,0.52,0.4996,129.2365
target_only,real_moleculenet_freesolv,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,68.9453,15.6116,59.6761,14.9047,0.54,0.4984,129.1614,66.8227,16.8063,59.3135,15.6931,0.56,0.4964,126.6962,71.068,13.9993,60.0388,14.0628,0.52,0.4996,131.6268
target_only,real_moleculenet_freesolv,target_only,public_incumbent,target_only:public_incumbent,50,25,25,67.41,15.862,58.5926,16.5791,0.62,0.4854,126.6226,67.516,16.7558,57.6291,17.5101,0.64,0.48,125.7851,67.304,14.9139,59.5561,15.533,0.6,0.4899,127.4601
target_only,real_moleculenet_freesolv,target_only,random,target_only:random,50,25,25,58.9047,18.2493,54.4903,16.9258,0.3,0.4583,113.695,63.196,19.226,57.1152,18.2348,0.44,0.4964,120.7512,54.6133,16.1122,51.8653,15.0558,0.16,0.3666,106.6386
target_only,real_moleculenet_lipophilicity,target_only,knn_ucb,target_only:knn_ucb,50,25,25,87.7075,3.8714,86.1762,3.895,0.08,0.2713,173.9637,87.9,4.0311,86.721,3.7921,0.08,0.2713,174.701,87.515,3.6948,85.6315,3.9203,0.08,0.2713,173.2265
target_only,real_moleculenet_lipophilicity,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,88.4675,3.0952,86.3153,2.9352,0.06,0.2375,174.8428,88.25,3.168,86.066,3.1356,0.04,0.196,174.356,88.685,3.005,86.5645,2.6972,0.08,0.2713,175.3295
target_only,real_moleculenet_lipophilicity,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,88.4775,3.4036,86.4578,3.3899,0.08,0.2713,175.0153,88.56,3.3004,86.647,3.1853,0.08,0.2713,175.287,88.395,3.5019,86.2685,3.5728,0.08,0.2713,174.7435
target_only,real_moleculenet_lipophilicity,target_only,public_incumbent,target_only:public_incumbent,50,25,25,87.3075,3.198,85.566,4.0382,0.04,0.196,172.9135,86.99,2.9614,85.4535,3.9137,0.0,0.0,172.4435,87.625,3.3886,85.6785,4.156,0.08,0.2713,173.3835
target_only,real_moleculenet_lipophilicity,target_only,random,target_only:random,50,25,25,85.765,3.9595,84.2917,4.0938,0.02,0.14,170.0767,85.78,4.0996,84.697,3.9583,0.04,0.196,170.517,85.75,3.8143,83.8865,4.1859,0.0,0.0,169.6365
target_only,real_suzuki_miyaura,target_only,knn_ucb,target_only:knn_ucb,50,25,25,90.6826,9.1068,86.6889,10.6889,0.08,0.2713,177.4515,90.5557,7.751,85.455,9.9894,0.0,0.0,176.0107,90.8094,10.2838,87.9228,11.2103,0.16,0.3666,178.8922
target_only,real_suzuki_miyaura,target_only,mixed_kernel_gp_ei,target_only:mixed_kernel_gp_ei,50,25,25,93.1838,7.3067,88.3704,10.4463,0.18,0.3842,181.7342,93.6497,5.4136,89.0882,8.781,0.12,0.325,182.8579,92.7179,8.7769,87.6527,11.837,0.24,0.4271,180.6106
target_only,real_suzuki_miyaura,target_only,mixed_kernel_gp_ucb,target_only:mixed_kernel_gp_ucb,50,25,25,93.102,5.7476,88.5078,9.5915,0.14,0.347,181.7498,92.3342,5.8436,88.8003,8.7623,0.04,0.196,181.1745,93.8699,5.5447,88.2152,10.3463,0.24,0.4271,182.3251
target_only,real_suzuki_miyaura,target_only,public_incumbent,target_only:public_incumbent,50,25,25,92.5816,5.4316,87.9877,8.4937,0.08,0.2713,180.6493,92.84,5.2197,88.2857,8.3865,0.08,0.2713,181.2057,92.3233,5.6237,87.6897,8.5893,0.08,0.2713,180.093
target_only,real_suzuki_miyaura,target_only,random,target_only:random,50,25,25,86.9257,9.9486,83.9785,10.9674,0.02,0.14,170.9242,88.9436,4.8493,85.2751,6.069,0.0,0.0,174.2187,84.9077,12.8953,82.6819,14.1553,0.04,0.196,167.6296
