source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations,development_target
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,multisource_icm_bma,80009,3,12,91.8,88.375,6.9,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.10_0.00,80009,3,12,84.0,81.508333,14.7,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.25_0.00,80009,3,12,84.0,82.341667,14.7,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.40_0.05,80009,3,12,83.1,82.266667,15.6,0,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.55_0.10,80009,3,12,83.1,82.266667,15.6,0,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,target_gp_ucb,80010,3,12,91.8,86.366667,6.9,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,multisource_rgpe,80010,3,12,83.9,74.616667,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,multisource_icm_bma,80010,3,12,83.9,74.6,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.10_0.00,80010,3,12,83.9,79.275,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.25_0.00,80010,3,12,83.9,75.508333,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.40_0.05,80010,3,12,80.7,71.733333,18.0,0,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.55_0.10,80010,3,12,83.9,72.266667,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,target_gp_ucb,80011,3,12,91.8,84.133333,6.9,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,multisource_rgpe,80011,3,12,83.9,78.775,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,multisource_icm_bma,80011,3,12,84.0,83.908333,14.7,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.10_0.00,80011,3,12,83.9,77.0,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.25_0.00,80011,3,12,83.9,79.166667,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.40_0.05,80011,3,12,83.9,79.166667,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,skill_prior_0.55_0.10,80011,3,12,83.9,75.916667,14.8,1,2,192,real_reizman_suzuki_case_1
real_reizman_suzuki_case_2;real_reizman_suzuki_case_3,real_reizman_suzuki_case_1,target_gp_ucb,80012,3,12,98.7,98.7,0.0,1,2,192,real_reizman_suzuki_case_1
