source_dataset,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_observations,source_inducing_points,pair_id,split
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70023,2,13,27.0,19.490385,73.0,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70023,2,13,100.0,69.230769,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70023,2,13,28.75,22.365385,71.25,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70024,2,13,56.25,34.990385,43.75,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70024,2,13,100.0,92.307692,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70024,2,13,100.0,78.480769,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70025,2,13,52.5,44.317308,47.5,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70025,2,13,100.0,94.615385,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70025,2,13,35.0,32.692308,65.0,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70026,2,13,91.25,83.461538,8.75,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70026,2,13,100.0,94.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70026,2,13,57.5,45.269231,42.5,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70027,2,13,52.125,48.509615,47.875,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70027,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70027,2,13,100.0,68.557692,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70028,2,13,47.875,39.25,52.125,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70028,2,13,100.0,94.538462,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70028,2,13,48.5,35.134615,51.5,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,70029,2,13,61.75,45.865385,38.25,0,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,rgpe,70029,2,13,100.0,94.788462,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,70029,2,13,100.0,85.826923,0.0,1,2048,256,materials_dielectric_to_expt_gap,calibration
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71000,2,13,63.75,30.836538,36.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71000,2,13,100.0,92.307692,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71000,2,13,25.0,12.663462,75.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71001,2,13,71.25,37.028846,28.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71001,2,13,100.0,92.586538,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71001,2,13,71.25,37.509615,28.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71002,2,13,100.0,82.182692,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71002,2,13,100.0,93.721154,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71002,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71003,2,13,63.75,34.019231,36.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71003,2,13,100.0,93.826923,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71003,2,13,40.0,28.490385,60.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71004,2,13,28.375,25.519231,71.625,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71004,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71004,2,13,28.0,25.778846,72.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71005,2,13,100.0,71.826923,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
